ID_Pregunta,Pregunta,Opcion_A,Opcion_B,Opcion_C,Opcion_Correcta,Comentario_A,Comentario_B,Comentario_C,Comentario_Correcta,Estado,ID_Video,ID_Area,ID_Tema
PREG090, Caso: Se detecta interferencia en la comunicación de una red industrial que utiliza cables de cobre en una planta con muchas máquinas eléctricas. ¿Qué solución es la más adecuada para mejorar la calidad de la señal?,  Usar cables más largos de cobre, Aumentar la velocidad de la red, no aplica,  Cambiar a cables de fibra óptica,Incorrecto.   Usar cables más largos de cobre no es la mejor opción para resolver el caso descrito. Revisa las características de   usar cables más largos de cobre y su aplicación práctica.,Incorrecto.  Aumentar la velocidad de la red no es la mejor opción para resolver el caso descrito. Revisa las características de  aumentar la velocidad de la red y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.   Cambiar a cables de fibra óptica es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM10
PREG091, Caso: En la implementación de una red industrial se debe garantizar la seguridad para evitar accesos no autorizados. ¿Qué medida es la más efectiva para proteger la red?,Dejar la red abierta para facilitar acceso rápido,  Conectar todos los dispositivos sin control de acceso, no aplica,Utilizar firewalls industriales y segmentación de red,Incorrecto. Dejar la red abierta para facilitar acceso rápido no es la mejor opción para resolver el caso descrito. Revisa las características de dejar la red abierta para facilitar acceso rápido y su aplicación práctica.,Incorrecto.   Conectar todos los dispositivos sin control de acceso no es la mejor opción para resolver el caso descrito. Revisa las características de   conectar todos los dispositivos sin control de acceso y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto. Utilizar firewalls industriales y segmentación de red es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM10
PREG092, Caso: Para monitorear remotamente una planta industrial se debe elegir un protocolo que permita comunicación a larga distancia y con baja latencia. ¿Qué protocolo es más adecuado?,USB 2.0, I2C, no aplica,Modbus TCP/IP,Incorrecto. USB 2.0 no es la mejor opción para resolver el caso descrito. Revisa las características de usb 2.0 y su aplicación práctica.,Incorrecto.  I2C no es la mejor opción para resolver el caso descrito. Revisa las características de  i2c y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto. Modbus TCP/IP es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM10
PREG093, Caso: Los estudiantes deben integrar una red industrial con dispositivos heterogéneos de diferentes fabricantes. ¿Qué estándar o protocolo facilita esta interoperabilidad?, VGA, HTTP básico sin seguridad, no aplica,OPC UA (Open Platform Communications Unified Architecture),Incorrecto.  VGA no es la mejor opción para resolver el caso descrito. Revisa las características de  vga y su aplicación práctica.,Incorrecto.  HTTP básico sin seguridad no es la mejor opción para resolver el caso descrito. Revisa las características de  http básico sin seguridad y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto. OPC UA (Open Platform Communications Unified Architecture) es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM10
PREG094, Caso: Una red industrial debe poder configurarse y diagnosticar fallas fácilmente desde una estación central. ¿Qué característica debe tener la red para facilitar esto?,Comunicación solo local sin registro de eventos,Uso de cables sin identificación ni etiquetado, no aplica, Soporte para gestión remota y diagnóstico en línea,Incorrecto. Comunicación solo local sin registro de eventos no es la mejor opción para resolver el caso descrito. Revisa las características de comunicación solo local sin registro de eventos y su aplicación práctica.,Incorrecto. Uso de cables sin identificación ni etiquetado no es la mejor opción para resolver el caso descrito. Revisa las características de uso de cables sin identificación ni etiquetado y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Soporte para gestión remota y diagnóstico en línea es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM10
PREG095, Caso: Para controlar un proceso de manufactura se requiere que la red responda con tiempos menores a 1 ms. ¿Qué característica debe tener la red industrial?,Comunicación asíncrona sin garantía de tiempo,Uso de protocolos analógicos, no aplica, Comunicación en tiempo real (determinística),Incorrecto. Comunicación asíncrona sin garantía de tiempo no es la mejor opción para resolver el caso descrito. Revisa las características de comunicación asíncrona sin garantía de tiempo y su aplicación práctica.,Incorrecto. Uso de protocolos analógicos no es la mejor opción para resolver el caso descrito. Revisa las características de uso de protocolos analógicos y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Comunicación en tiempo real (determinística) es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM10
PREG096, Caso: En una planta se está reemplazando la red antigua basada en Modbus RTU por una solución más moderna. ¿Qué beneficio ofrece el cambio a Modbus TCP/IP?,Mayor consumo energético en los dispositivos, Mayor complejidad sin beneficios claros, no aplica, Uso de infraestructura Ethernet y mayor velocidad,Incorrecto. Mayor consumo energético en los dispositivos no es la mejor opción para resolver el caso descrito. Revisa las características de mayor consumo energético en los dispositivos y su aplicación práctica.,Incorrecto.  Mayor complejidad sin beneficios claros no es la mejor opción para resolver el caso descrito. Revisa las características de  mayor complejidad sin beneficios claros y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Uso de infraestructura Ethernet y mayor velocidad es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM10
PREG097, Caso: El equipo debe asegurar la confiabilidad de la red ante fallos en un nodo crítico. ¿Qué estrategia se recomienda?, Utilizar un solo cable para todos los dispositivos,Apagar dispositivos para evitar sobrecarga, no aplica, Implementar redundancia y caminos alternos en la red,Incorrecto.  Utilizar un solo cable para todos los dispositivos no es la mejor opción para resolver el caso descrito. Revisa las características de  utilizar un solo cable para todos los dispositivos y su aplicación práctica.,Incorrecto. Apagar dispositivos para evitar sobrecarga no es la mejor opción para resolver el caso descrito. Revisa las características de apagar dispositivos para evitar sobrecarga y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Implementar redundancia y caminos alternos en la red es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM10
PREG098, Caso: En un sistema mecatrónico se debe automatizar el llenado de botellas usando sensores de nivel y actuadores para válvulas. ¿Qué tipo de control es el más adecuado para garantizar precisión y rapidez?, Control manual basado en observación visual,  Control en lazo abierto sin sensores, no aplica,Control en lazo cerrado con realimentación de sensores,Incorrecto.  Control manual basado en observación visual no es la mejor opción para resolver el caso descrito. Revisa las características de  control manual basado en observación visual y su aplicación práctica.,Incorrecto.   Control en lazo abierto sin sensores no es la mejor opción para resolver el caso descrito. Revisa las características de   control en lazo abierto sin sensores y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto. Control en lazo cerrado con realimentación de sensores es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG099, Caso: Se debe diseñar un sistema de control para regular la velocidad de un motor eléctrico en una máquina automatizada. ¿Qué dispositivo es fundamental para implementar un control efectivo?, Interruptor manual, Resistencia variable (potenciómetro), no aplica, Variador de frecuencia (VFD),Incorrecto.  Interruptor manual no es la mejor opción para resolver el caso descrito. Revisa las características de  interruptor manual y su aplicación práctica.,Incorrecto.  Resistencia variable (potenciómetro) no es la mejor opción para resolver el caso descrito. Revisa las características de  resistencia variable (potenciómetro) y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Variador de frecuencia (VFD) es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG100, Caso: En una línea de producción se usan controladores lógicos programables (PLC) para secuenciar operaciones de varios dispositivos. ¿Cuál es la principal ventaja del uso de PLC en la automatización industrial?, Control exclusivo mediante relés electromecánicos, Limitado a control manual con botones y palancas, no aplica, Programabilidad y flexibilidad para cambiar procesos,Incorrecto.  Control exclusivo mediante relés electromecánicos no es la mejor opción para resolver el caso descrito. Revisa las características de  control exclusivo mediante relés electromecánicos y su aplicación práctica.,Incorrecto.  Limitado a control manual con botones y palancas no es la mejor opción para resolver el caso descrito. Revisa las características de  limitado a control manual con botones y palancas y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Programabilidad y flexibilidad para cambiar procesos es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG101, Caso: Para un proceso industrial crítico se requiere que el sistema de control tenga alta confiabilidad y capacidad de diagnóstico. ¿Qué característica debe tener el sistema de control?,Sistema sin capacidad de monitoreo, Control exclusivamente analógico, no aplica, Capacidad de autodiagnóstico y redundancia,Incorrecto. Sistema sin capacidad de monitoreo no es la mejor opción para resolver el caso descrito. Revisa las características de sistema sin capacidad de monitoreo y su aplicación práctica.,Incorrecto.  Control exclusivamente analógico no es la mejor opción para resolver el caso descrito. Revisa las características de  control exclusivamente analógico y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Capacidad de autodiagnóstico y redundancia es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG102, Caso: Los estudiantes deben programar un controlador para activar una alarma cuando la temperatura de un horno exceda un límite. ¿Qué tipo de señal deben monitorear para esta aplicación?, Señal digital fija sin variación, Señal sonora externa, no aplica,Señal analógica de un sensor de temperatura,Incorrecto.  Señal digital fija sin variación no es la mejor opción para resolver el caso descrito. Revisa las características de  señal digital fija sin variación y su aplicación práctica.,Incorrecto.  Señal sonora externa no es la mejor opción para resolver el caso descrito. Revisa las características de  señal sonora externa y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto. Señal analógica de un sensor de temperatura es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG103, Caso: Se implementa un sistema de control para una planta de tratamiento de agua que debe ajustar el flujo de entrada según la demanda. ¿Qué estrategia de control es la más apropiada?, Control manual sin automatización, Control en lazo abierto sin retroalimentación, no aplica, Control adaptativo que ajusta parámetros según condiciones,Incorrecto.  Control manual sin automatización no es la mejor opción para resolver el caso descrito. Revisa las características de  control manual sin automatización y su aplicación práctica.,Incorrecto.  Control en lazo abierto sin retroalimentación no es la mejor opción para resolver el caso descrito. Revisa las características de  control en lazo abierto sin retroalimentación y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Control adaptativo que ajusta parámetros según condiciones es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG104, Caso: En un sistema automatizado se requiere que varios actuadores trabajen coordinadamente en una secuencia compleja. ¿Qué técnica facilita esta coordinación?,Actuadores operando de forma independiente sin control, Control exclusivamente manual, no aplica,Programación secuencial mediante PLC,Incorrecto. Actuadores operando de forma independiente sin control no es la mejor opción para resolver el caso descrito. Revisa las características de actuadores operando de forma independiente sin control y su aplicación práctica.,Incorrecto.  Control exclusivamente manual no es la mejor opción para resolver el caso descrito. Revisa las características de  control exclusivamente manual y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto. Programación secuencial mediante PLC es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG105, Caso: Para monitorear el rendimiento de un sistema de control industrial se deben obtener datos en tiempo real sobre variables críticas. ¿Qué tecnología se recomienda para esta tarea?, Registro manual de datos en papel, Sistemas aislados sin comunicación, no aplica,Sistemas SCADA (Supervisory Control and Data Acquisition),Incorrecto.  Registro manual de datos en papel no es la mejor opción para resolver el caso descrito. Revisa las características de  registro manual de datos en papel y su aplicación práctica.,Incorrecto.  Sistemas aislados sin comunicación no es la mejor opción para resolver el caso descrito. Revisa las características de  sistemas aislados sin comunicación y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto. Sistemas SCADA (Supervisory Control and Data Acquisition) es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG106, Caso: En un proceso con control digital se debe minimizar el retraso entre la medición y la respuesta del sistema. ¿Qué característica es clave en el controlador?,Alta latencia con procesamiento lento, Control analógico sin procesamiento digital, no aplica, Baja latencia y procesamiento rápido,Incorrecto. Alta latencia con procesamiento lento no es la mejor opción para resolver el caso descrito. Revisa las características de alta latencia con procesamiento lento y su aplicación práctica.,Incorrecto.  Control analógico sin procesamiento digital no es la mejor opción para resolver el caso descrito. Revisa las características de  control analógico sin procesamiento digital y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Baja latencia y procesamiento rápido es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG107, Caso: Un sistema de control debe integrarse con sistemas de información para análisis y mejora continua. ¿Qué beneficio aporta esta integración?,Aumenta la complejidad sin beneficios reales,Limita la comunicación entre dispositivos, no aplica, Permite análisis de datos para optimizar procesos,Incorrecto. Aumenta la complejidad sin beneficios reales no es la mejor opción para resolver el caso descrito. Revisa las características de aumenta la complejidad sin beneficios reales y su aplicación práctica.,Incorrecto. Limita la comunicación entre dispositivos no es la mejor opción para resolver el caso descrito. Revisa las características de limita la comunicación entre dispositivos y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Permite análisis de datos para optimizar procesos es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM11
PREG278, Caso: Un estudiante modela una pieza con múltiples cavidades en SolidWorks y desea que el mecanizado sea eficiente. ¿Qué función del software CAM debe utilizar para definir el orden y tipo de operación?, Simulación estructural, Análisis térmico, no aplica, Estrategia de maquinado,Incorrecto.  Simulación estructural no es la mejor opción para resolver el caso descrito. Revisa las características de  simulación estructural y su aplicación práctica.,Incorrecto.  Análisis térmico no es la mejor opción para resolver el caso descrito. Revisa las características de  análisis térmico y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Estrategia de maquinado es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM05
PREG279, Caso: Para asegurar una adecuada fabricación CNC un alumno decide verificar la trayectoria de herramienta antes de enviar el archivo a la máquina. ¿Qué procedimiento realiza?, Análisis estructural, Generación de código fuente, no aplica, Simulación del proceso de mecanizado,Incorrecto.  Análisis estructural no es la mejor opción para resolver el caso descrito. Revisa las características de  análisis estructural y su aplicación práctica.,Incorrecto.  Generación de código fuente no es la mejor opción para resolver el caso descrito. Revisa las características de  generación de código fuente y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Simulación del proceso de mecanizado es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM05
PREG280, Caso: En el análisis de vibraciones de un soporte metálico mediante software CAE se observa una frecuencia específica de resonancia. ¿Qué tipo de análisis se está realizando?, Análisis CFD, Análisis térmico transitorio, no aplica, Análisis modal,Incorrecto.  Análisis CFD no es la mejor opción para resolver el caso descrito. Revisa las características de  análisis cfd y su aplicación práctica.,Incorrecto.  Análisis térmico transitorio no es la mejor opción para resolver el caso descrito. Revisa las características de  análisis térmico transitorio y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Análisis modal es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM05
PREG281, Caso: Un sistema automatizado debe detectar el color de los objetos que pasan por una banda. ¿Qué sensor es más adecuado para esta tarea?, Sensor capacitivo, Sensor de efecto Hall, no aplica, Sensor óptico RGB,Incorrecto.  Sensor capacitivo no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor capacitivo y su aplicación práctica.,Incorrecto.  Sensor de efecto Hall no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor de efecto hall y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Sensor óptico RGB es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG282, Caso: Se necesita medir la fuerza ejercida en una prensa mecánica. ¿Qué tipo de sensor debe seleccionarse?, Sensor de temperatura, Sensor de velocidad, no aplica, Célula de carga,Incorrecto.  Sensor de temperatura no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor de temperatura y su aplicación práctica.,Incorrecto.  Sensor de velocidad no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor de velocidad y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Célula de carga es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG283, Caso: En un sistema robótico se quiere medir la inclinación de una plataforma móvil. ¿Qué sensor es el más adecuado?, Sensor de proximidad, Termistor, no aplica, Acelerómetro,Incorrecto.  Sensor de proximidad no es la mejor opción para resolver el caso descrito. Revisa las características de  sensor de proximidad y su aplicación práctica.,Incorrecto.  Termistor no es la mejor opción para resolver el caso descrito. Revisa las características de  termistor y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Acelerómetro es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM06
PREG284, Caso: Un estudiante conecta un sensor de presión a una DAQ pero los datos no corresponden con los valores reales. ¿Qué procedimiento puede ayudar a resolver el problema?, Aumentar la velocidad de muestreo, Cambiar el sensor, no aplica, Calibración del sistema de adquisición,Incorrecto.  Aumentar la velocidad de muestreo no es la mejor opción para resolver el caso descrito. Revisa las características de  aumentar la velocidad de muestreo y su aplicación práctica.,Incorrecto.  Cambiar el sensor no es la mejor opción para resolver el caso descrito. Revisa las características de  cambiar el sensor y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Calibración del sistema de adquisición es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG285, Caso: En un sistema de adquisición de datos se requiere registrar simultáneamente temperatura y presión con velocidad. ¿Qué tipo de adquisición es más apropiada?, Asíncrona, Manual, no aplica, Adquisición multicanal sincronizada,Incorrecto.  Asíncrona no es la mejor opción para resolver el caso descrito. Revisa las características de  asíncrona y su aplicación práctica.,Incorrecto.  Manual no es la mejor opción para resolver el caso descrito. Revisa las características de  manual y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Adquisición multicanal sincronizada es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG286, Caso: Para registrar datos en campo sin una computadora un estudiante diseña un sistema autónomo de adquisición. ¿Qué componente es indispensable?, Módulo Bluetooth, Pantalla LCD, no aplica, Memoria EEPROM o SD,Incorrecto.  Módulo Bluetooth no es la mejor opción para resolver el caso descrito. Revisa las características de  módulo bluetooth y su aplicación práctica.,Incorrecto.  Pantalla LCD no es la mejor opción para resolver el caso descrito. Revisa las características de  pantalla lcd y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Memoria EEPROM o SD es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM07
PREG287, Caso: Se programa un sistema que debe ejecutar distintas acciones según la temperatura medida. ¿Qué estructura de control se debe emplear?, Ciclo while, Interrupción externa, no aplica, Condicional if-else o switch-case,Incorrecto.  Ciclo while no es la mejor opción para resolver el caso descrito. Revisa las características de  ciclo while y su aplicación práctica.,Incorrecto.  Interrupción externa no es la mejor opción para resolver el caso descrito. Revisa las características de  interrupción externa y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Condicional if-else o switch-case es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR2C2,TEM08
PREG208, Caso: Un equipo quiere asegurar la calidad del producto final desde las etapas iniciales del proyecto. ¿Qué herramienta es útil para este propósito?, Curva de carga térmica, Diagrama de fuerza-velocidad, no aplica, Matriz de calidad (QFD),Incorrecto.  Curva de carga térmica no es la mejor opción para resolver el caso descrito. Revisa las características de  curva de carga térmica y su aplicación práctica.,Incorrecto.  Diagrama de fuerza-velocidad no es la mejor opción para resolver el caso descrito. Revisa las características de  diagrama de fuerza-velocidad y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Matriz de calidad (QFD) es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM09
PREG209, Caso: El profesor solicita evaluar los riesgos técnicos de un proyecto antes de su ejecución. ¿Qué herramienta es la más adecuada?, Tabla de amortización, Código fuente del microcontrolador, no aplica, Matriz de probabilidad e impacto,Incorrecto.  Tabla de amortización no es la mejor opción para resolver el caso descrito. Revisa las características de  tabla de amortización y su aplicación práctica.,Incorrecto.  Código fuente del microcontrolador no es la mejor opción para resolver el caso descrito. Revisa las características de  código fuente del microcontrolador y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Matriz de probabilidad e impacto es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM09
PREG210, Caso: Un alumno busca optimizar la asignación de recursos en un proyecto. ¿Qué técnica de gestión debe aplicar?, Empalme de cables, Medición de corriente, no aplica, Análisis de ruta crítica (CPM),Incorrecto.  Empalme de cables no es la mejor opción para resolver el caso descrito. Revisa las características de  empalme de cables y su aplicación práctica.,Incorrecto.  Medición de corriente no es la mejor opción para resolver el caso descrito. Revisa las características de  medición de corriente y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Análisis de ruta crítica (CPM) es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM09
PREG211, Caso: El cronograma de un proyecto requiere controlar avances diarios. ¿Qué herramienta puede utilizar el equipo para visualizarlo fácilmente?, Diagrama de bloques electrónicos, Análisis de Fourier, no aplica, Diagrama de Gantt digital,Incorrecto.  Diagrama de bloques electrónicos no es la mejor opción para resolver el caso descrito. Revisa las características de  diagrama de bloques electrónicos y su aplicación práctica.,Incorrecto.  Análisis de Fourier no es la mejor opción para resolver el caso descrito. Revisa las características de  análisis de fourier y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Diagrama de Gantt digital es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM09
PREG212, Caso: Se requiere documentar los resultados parciales y decisiones del proyecto. ¿Qué práctica es adecuada para asegurar el seguimiento?, Eliminación de registros, Uso exclusivo de diagramas, no aplica, Bitácora técnica del proyecto,Incorrecto.  Eliminación de registros no es la mejor opción para resolver el caso descrito. Revisa las características de  eliminación de registros y su aplicación práctica.,Incorrecto.  Uso exclusivo de diagramas no es la mejor opción para resolver el caso descrito. Revisa las características de  uso exclusivo de diagramas y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Bitácora técnica del proyecto es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM09
PREG213, Caso: El sistema requiere que múltiples dispositivos puedan enviar y recibir datos simultáneamente. ¿Qué tipo de red soporta esta característica?, Red en bus con comunicación unidireccional, Red en estrella sin nodos activos, no aplica, Red full-duplex con protocolo maestro-esclavo,Incorrecto.  Red en bus con comunicación unidireccional no es la mejor opción para resolver el caso descrito. Revisa las características de  red en bus con comunicación unidireccional y su aplicación práctica.,Incorrecto.  Red en estrella sin nodos activos no es la mejor opción para resolver el caso descrito. Revisa las características de  red en estrella sin nodos activos y su aplicación práctica.,Incorrecto.  no aplica no es la mejor opción para resolver el caso descrito. Revisa las características de  no aplica y su aplicación práctica.,"Correcto.  Red full-duplex con protocolo maestro-esclavo es la elección adecuada porque cumple con las necesidades mecánicas del escenario presentado, garantizando un funcionamiento eficiente y seguro.",Activo, no aplica,AR3C2,TEM10
